nouns,verbs,adjectives,adverbs,pronouns,conjunctions,other
144,57,31,6,7,59,103
205,107,80,25,22,105,192
24,12,6,1,0,7,18
160,73,30,10,10,55,97
122,52,20,13,6,43,66
141,60,28,7,17,57,85
35,19,3,3,1,8,32
30,14,4,5,4,8,30
368,168,93,30,29,169,287
189,89,26,13,20,91,128
425,147,82,32,30,159,271
243,62,41,13,16,120,182
444,214,90,41,30,146,355
327,157,84,24,38,125,237
234,128,74,27,37,106,227
45,12,3,1,0,11,21
28,11,6,3,1,13,21
151,73,26,15,15,53,109
152,54,19,6,2,53,124
172,63,42,8,10,67,103
122,56,21,8,12,34,78
139,77,20,6,14,60,113
157,61,25,10,8,58,115
52,14,3,1,7,17,28
281,143,52,23,19,111,226
35,19,4,3,2,17,32
39,14,6,1,5,12,23
31,10,9,5,2,17,24
45,21,4,6,5,24,32
473,188,73,36,49,153,287
35,13,6,1,2,19,38
136,74,24,10,11,55,115
167,69,19,13,16,59,112
32,8,3,0,1,9,27
35,12,2,0,2,11,16
196,92,27,13,17,84,97
48,20,13,6,8,16,44
285,116,51,19,24,99,199
159,99,43,15,29,66,138
65,28,16,6,10,29,40
174,73,34,7,13,68,115
229,107,46,24,18,70,188
25,17,9,6,5,11,20
21,9,3,1,5,9,14
177,69,49,8,9,76,89
335,146,56,26,10,138,213
274,143,58,32,34,108,195
127,13,12,7,2,49,68
112,38,8,3,6,43,67
159,74,26,12,17,63,104
28,10,10,3,2,8,24
43,13,12,7,3,15,26
100,51,12,6,7,44,71
162,88,35,10,8,60,117
26,13,3,3,5,5,20
189,80,48,12,9,56,145
33,12,1,2,5,14,26
43,25,6,5,6,12,31
44,11,8,0,1,6,24
37,24,4,5,4,12,27
326,173,82,37,35,141,293
44,11,5,2,3,8,20
230,117,40,25,31,94,149
32,9,6,1,3,10,21
45,23,8,5,6,18,43
274,133,45,20,55,108,198
198,80,56,18,17,95,208
32,18,8,4,5,10,24
155,70,20,16,12,72,100
47,10,2,2,0,10,25
316,152,54,16,42,115,222
160,69,31,11,21,71,106
161,85,16,14,17,57,114
181,61,34,13,7,69,98
25,11,3,5,3,10,19
32,21,6,6,6,18,22
148,73,37,16,7,74,94
216,95,27,10,20,84,142
141,71,31,15,15,64,112
221,104,67,16,37,97,131
311,135,82,22,27,131,160
287,154,64,19,25,119,193
245,119,57,20,29,110,178
274,117,71,22,23,117,171
170,58,37,11,2,58,103
346,176,80,27,17,145,272
39,11,6,2,4,10,20
241,122,47,25,47,78,207
216,112,45,13,16,86,143
126,47,29,4,14,54,86
260,107,51,23,10,93,181
47,20,4,5,4,16,37
134,66,19,9,13,51,95
214,103,56,13,14,87,127
30,10,10,1,5,13,13
138,63,45,14,4,46,136
204,104,32,18,19,71,156
25,6,2,0,1,8,18
165,55,25,8,7,56,87
88,31,14,6,3,28,61
41,14,10,1,3,12,24
56,31,9,8,6,26,46
189,102,35,21,25,95,164
395,184,94,22,32,151,232
150,49,31,6,8,60,77
22,11,6,0,2,6,11
337,151,54,21,21,138,202
154,55,32,6,9,46,107
100,27,22,7,9,34,41
160,64,39,9,14,67,95
114,43,15,4,6,42,77
45,19,7,5,3,15,20
300,142,55,17,22,110,194
175,51,42,13,4,60,102
230,85,49,11,15,94,153
532,239,110,45,35,200,369
155,65,29,14,7,58,121
48,19,3,0,5,21,36
48,17,8,2,2,17,36
40,12,3,1,2,12,27
153,56,39,16,6,62,127
37,15,7,2,7,9,29
34,11,4,2,0,11,26
94,35,15,6,7,39,64
122,54,14,11,3,40,100
148,77,30,12,11,68,118
52,18,11,0,0,16,34
107,40,27,8,8,50,75
292,135,95,19,19,126,223
137,66,35,7,16,58,72
174,62,31,20,6,80,134
131,47,27,8,12,49,78
343,192,96,56,48,173,266
298,143,72,24,17,98,196
158,65,34,9,4,54,103
172,68,40,14,18,73,120
40,8,8,2,1,8,19
209,117,46,25,21,93,158
128,56,28,17,6,45,91
266,92,63,23,6,93,156
46,12,10,2,2,17,15
162,54,18,4,9,65,93
88,35,16,4,7,42,63
209,65,40,13,21,93,181
490,238,136,44,46,186,316
224,119,49,26,32,81,189
192,91,29,14,10,71,150
174,56,30,9,6,63,95
119,36,24,5,9,38,49
166,70,33,13,11,63,126
250,110,49,12,15,79,161
130,71,18,13,9,63,91
148,61,25,14,12,56,111
293,139,38,21,36,104,202
155,59,29,20,12,53,106
38,12,5,0,2,14,19
139,73,40,10,16,60,115
55,27,4,5,4,23,33
61,21,10,4,4,24,39
21,13,5,1,1,4,22
35,14,7,0,1,15,13
32,11,7,1,1,10,27
241,85,35,15,14,94,168
238,92,79,33,29,106,163
35,19,6,3,7,9,24
29,8,7,0,2,14,17
328,166,99,22,18,134,226
323,141,58,20,34,126,206
205,79,43,9,8,78,89
104,68,24,11,9,48,92
273,137,46,20,33,128,195
85,42,14,9,6,26,77
146,65,25,6,18,63,98
185,67,20,14,6,63,110
261,108,47,22,16,102,177
12,5,2,3,0,5,9
126,47,29,3,4,34,80
161,62,36,12,9,60,99
86,31,16,4,4,29,47
151,82,24,18,13,67,114
153,66,39,13,30,70,106
160,101,31,20,24,62,158
77,45,10,6,4,37,73
172,76,47,8,10,64,151
165,70,38,11,5,67,98
418,202,86,28,50,177,312
26,6,6,1,0,10,25
32,9,7,0,1,14,25
544,267,84,30,66,207,347
275,136,59,22,16,107,225
207,94,50,10,20,61,135
143,53,27,7,7,63,92
91,50,9,6,17,41,76
242,123,39,23,21,104,166
166,62,24,10,16,60,120
318,148,54,34,43,121,222
17,8,3,0,1,2,14
190,79,24,9,8,68,137
222,110,55,15,32,94,143
152,56,36,7,18,75,101
320,140,63,32,16,114,222
149,67,28,17,9,51,113
113,59,21,5,8,58,86
18,10,1,1,2,6,11
181,70,39,33,20,70,129
30,8,1,1,2,10,14
40,5,2,0,0,11,19
137,82,34,8,25,62,108
35,22,8,2,11,14,31
35,10,1,2,2,12,18
32,12,4,3,3,10,28
27,14,6,1,7,14,15
209,72,29,9,8,64,149
41,13,3,2,2,14,24
202,105,46,26,12,93,167
172,67,47,12,5,56,115
340,163,66,24,47,147,199
53,20,6,2,2,13,34
240,130,55,20,26,103,173
213,113,55,10,23,100,159
222,102,43,15,14,86,151
54,29,11,2,6,14,36
215,91,39,8,14,89,161
47,19,4,2,4,16,30
151,72,28,14,15,49,113
153,77,43,8,5,56,106
161,87,26,14,19,66,116
158,54,41,11,4,62,123
122,50,21,6,14,43,80
141,64,28,17,9,70,107
166,68,34,15,6,74,87
104,33,14,6,4,28,64
140,65,29,8,7,47,110
30,18,4,4,5,11,20
116,46,29,13,10,45,84
26,17,8,0,5,10,30
41,23,10,3,8,24,36
103,50,19,5,15,45,71
156,69,36,6,8,74,111
36,20,5,1,2,14,29
42,15,14,0,3,18,26
160,62,26,8,8,49,103
51,29,14,2,7,23,39
23,12,14,1,1,8,18
136,61,30,16,12,60,110
221,85,49,14,24,90,136
163,96,41,28,48,81,127
321,150,57,24,17,119,251
157,77,27,15,22,58,126
277,152,35,20,41,121,204
215,111,63,9,13,99,152
143,52,38,13,6,64,138
180,71,37,8,7,71,114
148,67,45,15,15,50,99
321,150,57,24,17,119,251
226,113,42,21,21,82,201
261,127,52,23,32,98,167
172,84,39,11,14,72,144
31,11,5,1,0,12,20
26,7,5,1,2,9,19
212,84,55,16,12,84,167
289,112,54,16,10,88,159
139,74,20,8,8,43,88
156,61,27,6,12,65,90
168,75,45,11,17,63,98
83,21,9,3,3,18,47
240,128,46,26,48,115,173
119,51,21,9,12,44,78
98,50,17,14,14,37,68
284,129,69,24,19,117,180
41,7,2,1,0,17,19
36,9,1,1,2,12,22
163,49,27,10,10,61,84
86,19,18,3,6,17,69
204,78,27,13,10,74,121
88,47,18,11,11,31,67
186,94,29,25,11,70,122
140,65,21,9,6,58,94
48,16,1,1,5,17,23
43,12,11,2,1,13,24
362,226,70,37,43,157,300
138,88,42,16,30,60,96
94,44,17,1,6,36,78
46,21,11,0,7,15,26
154,70,25,18,13,68,111
170,90,29,11,15,60,132
35,14,4,2,4,10,20
184,77,19,7,13,54,128
195,76,41,10,7,69,141
46,25,6,2,9,17,30
242,91,49,17,5,103,164
95,30,14,0,10,35,48
230,89,66,22,16,91,167
160,61,35,12,7,64,164
145,91,46,13,14,55,121
43,18,7,0,5,14,24
88,32,15,6,4,24,46
221,90,35,16,34,66,145
87,35,21,9,6,44,56
175,89,35,12,21,79,125
482,280,76,49,94,180,320
231,97,29,16,30,90,139
293,165,47,38,44,112,211
128,67,19,13,19,46,70
311,159,44,26,73,126,249
25,14,8,4,9,19,25
242,111,57,22,20,95,185
43,11,2,1,1,11,24
553,255,85,30,67,213,347
152,62,36,8,13,60,101
133,47,22,14,8,48,73
649,295,133,104,86,225,396
48,20,13,1,4,22,33
213,99,35,11,14,78,154
39,15,6,7,8,13,15
115,57,36,11,12,53,92
27,14,1,4,2,10,15
30,12,4,1,3,10,16
30,21,3,3,11,14,28
38,17,9,1,6,14,29
42,17,7,0,3,14,23
381,217,65,31,51,152,262
877,674,187,138,360,515,899
251,125,44,14,17,92,161
166,94,30,18,22,71,116
153,73,37,15,13,55,123
135,68,20,15,11,50,120
170,64,27,11,12,55,107
373,151,73,22,23,142,216
272,100,50,21,29,119,157
228,98,42,17,7,93,140
317,218,52,37,93,134,224
137,51,30,4,7,61,100
171,85,37,9,12,67,144
168,64,31,3,13,64,130
36,15,10,6,1,14,17
126,68,30,12,23,55,91
162,77,24,16,10,61,117
34,21,7,5,6,14,27
536,238,85,29,56,199,338
135,50,39,13,5,42,87
83,49,10,10,9,31,64
162,75,33,16,12,68,110
106,50,27,2,10,37,70
152,88,29,19,21,56,116
187,56,32,7,5,64,95
240,84,60,13,6,89,176
105,37,19,7,6,29,89
117,52,30,10,10,50,83
236,101,42,21,11,85,166
64,29,6,2,9,23,43
190,65,36,12,11,61,124
280,179,61,29,21,112,231
106,46,19,7,6,33,75
152,70,27,14,15,57,116
46,18,4,5,9,20,35
31,17,2,3,3,9,18
127,55,20,9,12,45,84
131,47,25,7,11,50,69
29,8,2,1,3,7,27
33,13,5,2,8,11,21
289,146,53,22,33,107,238
130,48,26,4,14,55,83
156,54,38,9,13,58,98
124,67,27,7,9,56,109
175,64,28,12,12,53,95
185,85,52,14,15,65,118
26,5,4,1,4,8,8
126,71,29,17,13,66,92
89,38,8,6,4,35,53
191,110,54,17,24,97,144
186,71,26,8,19,57,103
152,70,31,9,9,55,132
303,173,47,24,45,109,170
164,65,36,9,9,54,119
340,177,66,36,28,156,254
213,90,42,16,9,75,136
42,19,8,4,8,15,25
182,94,17,12,17,68,138
29,7,5,1,1,6,21
162,80,37,20,22,81,113
113,43,14,5,10,34,72
110,57,34,18,15,50,94
29,10,2,2,1,12,14
303,118,60,29,20,111,211
62,30,11,5,2,17,39
247,89,33,10,21,83,152
157,71,22,11,15,58,122
299,160,65,25,29,121,198
140,57,23,15,22,47,74
302,120,59,23,20,99,197
177,83,29,8,21,54,90
60,34,19,0,4,31,44
28,7,4,1,2,11,21
189,78,54,14,12,65,112
97,45,17,8,14,38,72
383,161,84,26,37,138,275
216,95,76,11,14,87,164
186,59,28,8,7,59,127
188,90,42,14,10,80,122
172,72,35,5,9,68,127
298,116,63,16,27,103,222
254,125,49,19,22,97,198
264,111,45,20,29,97,159
260,133,40,22,27,84,172
175,69,33,9,12,65,119
175,66,30,8,26,66,102
41,25,10,2,0,13,34
96,48,23,11,8,31,61
138,69,33,12,14,51,95
358,140,63,31,32,125,216
350,153,69,19,50,130,238
173,100,36,11,13,61,134
111,48,27,7,14,48,70
147,59,39,12,7,67,93
286,176,41,25,25,109,232
169,92,35,13,13,50,113
117,60,35,12,10,50,92
28,9,2,2,0,9,22
221,99,47,24,20,91,148
42,23,9,3,6,19,32
353,181,63,29,28,129,289
437,186,65,25,30,164,261
219,106,38,21,18,87,198
160,69,26,13,12,52,102
31,11,3,1,3,12,21
155,94,36,14,34,68,109
145,74,31,9,9,61,100
210,93,40,16,17,91,142
130,97,32,19,32,56,99
138,48,27,4,6,57,75
64,41,19,1,9,23,61
280,120,56,10,19,105,183
43,13,7,1,4,13,23
43,12,12,1,2,13,24
622,230,129,40,43,196,394
182,79,28,19,18,83,133
125,75,26,13,21,46,86
55,20,10,0,4,13,26
109,60,21,7,19,49,82
50,21,5,4,5,18,38
29,13,4,2,2,9,19
130,73,32,11,23,53,107
53,20,7,3,1,14,35
27,17,11,8,9,12,19
43,13,9,1,4,18,27
118,46,21,7,8,43,71
284,107,36,9,26,93,144
127,61,25,10,22,44,86
36,10,3,0,3,8,17
144,64,35,11,12,50,92
292,96,37,16,22,103,173
41,14,10,0,0,19,31
139,61,17,4,6,48,99
190,66,27,10,8,60,107
163,87,29,11,14,73,122
315,127,53,18,26,126,200
522,176,85,34,54,183,328
125,61,20,12,18,48,87
43,9,2,3,1,7,24
31,11,2,2,4,12,21
124,47,14,10,2,39,86
82,18,8,2,1,13,32
34,3,1,0,1,4,12
79,51,18,9,19,31,46
120,63,29,7,23,49,88
160,61,27,10,12,61,100
53,19,14,1,3,19,31
38,22,4,6,2,16,36
260,94,31,18,11,88,180
41,28,14,2,2,13,42
38,19,7,3,4,8,30
38,22,6,5,5,16,29
135,63,20,3,8,41,94
239,110,35,16,22,80,178
39,13,7,4,5,12,19
207,101,39,12,20,80,128
28,11,8,2,3,10,19
53,20,10,7,2,18,37
52,21,4,2,6,20,33
59,38,13,9,11,27,50
250,137,68,28,38,97,225
154,69,19,9,20,61,115
195,75,53,10,6,72,111
210,76,57,9,7,78,152
54,20,8,4,3,10,31
49,33,10,10,13,22,34
32,13,7,2,2,10,13
153,71,55,11,5,64,121
200,57,25,11,5,58,131
347,135,71,20,29,133,228
218,93,38,10,9,75,155
52,15,11,1,3,17,33
250,143,57,21,46,110,175
350,128,60,16,24,134,192
112,59,24,10,13,39,91
193,126,42,17,45,65,135
278,118,40,15,29,106,159
204,118,36,18,25,77,173
93,31,16,6,1,36,97
227,113,46,21,14,76,191
165,68,32,12,16,55,119
30,17,1,2,8,14,24
39,11,3,1,1,9,20
37,31,10,3,11,17,34
132,84,21,10,13,59,112
112,41,16,9,5,41,74
39,29,7,5,7,19,34
313,142,51,25,42,124,229
36,14,7,2,0,12,30
40,14,11,1,0,16,34
50,25,6,4,4,15,39
106,64,18,7,7,46,79
35,16,9,1,4,10,20
40,21,3,4,7,13,36
43,25,8,3,8,20,41
274,130,50,23,19,94,182
42,21,8,2,3,13,35
176,72,41,14,26,83,105
39,11,5,9,4,15,19
39,21,9,5,3,15,26
123,50,21,5,6,43,86
171,73,38,15,11,64,103
37,13,4,3,4,11,33
31,17,7,3,4,16,20
57,22,14,9,9,30,27
169,68,28,9,7,63,119
193,88,32,12,8,76,116
292,94,54,25,12,106,185
118,50,28,11,6,48,83
223,104,49,18,13,101,149
111,56,30,8,8,49,88
88,48,16,8,24,40,76
381,150,62,41,24,157,268
366,170,80,32,49,141,243
187,99,43,15,21,83,155
70,31,17,3,8,37,52
376,163,76,33,20,178,245
199,88,42,18,37,82,126
403,140,89,19,45,168,255
290,133,76,26,18,128,249
67,38,6,11,15,34,61
166,66,33,16,18,66,123
148,65,25,9,11,59,90
127,63,18,8,10,45,97
164,68,23,5,9,56,92
144,63,45,7,7,61,109
425,211,87,38,45,147,298
144,57,33,17,12,51,85
200,80,37,22,25,93,152
153,82,47,17,27,68,124
319,155,51,20,44,105,224
64,19,12,5,5,25,29
107,48,18,6,9,44,78
339,140,67,17,25,131,237
177,64,56,11,5,99,138
311,156,70,41,36,129,208
162,62,32,14,8,54,104
185,78,39,15,18,64,135
164,67,25,9,2,68,100
142,45,28,7,5,61,93
57,13,10,1,5,28,27
149,67,25,8,15,59,97
173,66,29,8,8,66,111
169,64,36,7,10,52,105
141,63,44,3,11,55,94
95,38,16,12,10,30,62
54,24,12,5,10,22,25
153,83,29,12,10,59,108
307,154,66,24,23,131,183
150,57,40,13,9,57,94
66,33,19,13,12,27,50
100,50,20,7,14,28,51
105,44,22,6,14,45,54
37,16,5,4,3,21,25
183,86,35,18,20,80,122
58,26,10,5,5,20,40
104,39,23,2,4,39,87
85,38,18,7,10,39,61
44,17,6,2,2,18,26
23,9,5,2,5,5,15
47,24,13,2,4,20,37
54,26,5,3,7,16,38
173,79,34,14,14,66,126
292,141,42,14,39,113,187
43,8,8,0,2,18,23
256,96,48,13,22,107,161
321,142,83,29,25,137,244
269,149,59,26,60,141,215
217,101,38,12,16,101,144
44,14,10,0,2,15,20
289,165,72,43,60,133,229
319,173,80,43,43,141,266
183,78,44,9,11,60,168
99,37,18,6,7,41,61
130,77,31,9,18,69,126
37,19,5,2,2,8,27
113,36,21,5,1,34,63
297,121,37,26,18,114,225
252,117,61,25,44,105,194
207,89,44,15,22,85,132
152,61,25,10,9,61,116
32,14,3,3,2,13,21
29,14,2,2,5,12,17
145,75,38,5,10,59,116
327,154,78,25,24,125,272
167,67,22,14,22,77,116
408,175,74,23,44,166,225
92,34,13,2,5,40,48
150,57,36,15,14,57,129
371,173,108,30,22,141,279
233,85,38,15,13,77,180
144,68,17,9,27,48,100
223,99,53,20,10,99,208
155,73,21,11,4,58,153
136,64,39,16,12,62,124
175,65,30,8,10,54,131
201,103,39,22,26,100,189
179,75,37,9,10,71,120
128,72,32,11,19,59,96
134,79,38,16,22,57,140
169,78,30,19,13,70,134
135,67,30,10,5,55,128
183,77,43,18,10,72,136
149,68,30,17,10,69,136
32,16,5,1,3,12,20
69,34,7,8,2,28,70
105,38,14,7,5,27,59
49,16,5,3,2,13,27
34,16,5,2,6,14,21
35,18,8,2,6,16,23
35,14,8,3,3,11,24
189,51,37,5,3,74,155
98,40,20,9,7,33,68
139,58,37,12,13,47,80
230,95,32,18,13,94,208
167,80,29,10,8,54,151
275,87,60,15,18,97,223
195,82,65,21,7,94,161
54,10,14,1,1,22,35
167,80,42,15,17,64,95
147,61,46,6,4,44,81
147,76,33,17,19,55,120
337,147,67,19,28,122,228
152,60,34,10,10,72,103
168,91,36,16,20,87,148
111,55,8,12,8,41,87
35,10,5,1,2,11,20
65,26,7,1,5,22,40
43,8,6,1,5,14,22
287,126,55,19,36,131,184
132,63,17,5,17,61,86
128,53,31,5,6,45,72
305,157,75,33,6,110,227
452,181,87,52,33,185,334
140,66,26,13,33,63,91
180,67,20,7,14,67,112
127,36,27,12,10,58,104
95,40,27,4,4,34,72
100,41,22,10,15,45,50
277,141,68,26,23,98,183
30,15,5,6,6,13,23
42,14,8,0,5,9,24
31,10,6,2,1,13,16
47,11,5,1,2,18,24
145,61,32,17,17,55,110
95,46,22,7,12,43,63
99,34,16,4,6,39,54
56,22,6,3,3,15,23
391,174,73,28,56,176,246
58,21,14,2,4,24,46
95,32,23,8,1,33,74
336,137,52,17,24,128,207
55,18,15,2,4,17,36
127,48,25,10,12,50,76
30,9,4,0,0,9,22
183,97,47,12,21,75,153
420,180,88,36,28,179,319
369,182,82,30,30,150,267
119,75,33,17,13,49,104
134,64,29,5,11,57,94
29,8,5,0,2,11,20
227,91,41,15,19,106,136
25,6,4,1,2,8,17
251,106,61,21,30,102,168
238,97,30,18,15,78,158
93,38,13,6,10,31,54
28,10,6,2,1,8,20
48,25,10,3,4,15,38
177,64,31,8,8,52,137
215,95,38,29,18,79,151
141,76,20,6,15,60,98
515,233,119,28,51,215,340
26,8,4,0,1,8,18
29,7,3,1,2,9,21
146,75,24,16,13,56,103
92,42,20,7,7,39,83
275,119,54,25,26,113,215
247,96,39,18,19,83,175
387,179,79,22,52,164,212
321,147,85,24,39,134,203
241,119,58,21,13,83,196
144,84,27,22,21,73,113
113,51,24,9,17,49,78
95,51,11,9,2,33,64
126,61,17,14,17,51,82
289,124,60,17,24,122,194
192,103,65,17,18,100,150
66,29,21,7,4,37,46
141,63,39,10,6,55,104
41,16,8,1,0,11,23
26,12,5,2,9,12,23
172,54,39,3,6,62,112
86,33,15,1,11,36,52
24,14,5,2,7,6,18
31,12,9,2,4,10,20
96,55,24,12,5,43,97
26,4,3,0,1,11,19
42,17,12,4,3,13,32
29,7,5,3,3,13,13
72,25,8,7,6,19,31
373,164,77,15,44,143,227
401,133,86,30,19,191,239
39,11,4,5,2,10,22
199,73,36,13,15,75,98
29,12,6,1,6,6,18
40,7,8,0,3,13,18
39,16,10,0,1,10,33
30,9,6,3,5,14,21
31,9,6,0,2,11,20
359,182,78,36,59,140,257
519,233,81,31,46,196,327
47,23,13,3,2,14,35
108,57,16,8,5,32,73
214,98,54,21,30,75,182
352,134,57,9,29,127,206
217,99,38,22,17,94,133
309,160,66,24,48,113,181
208,85,47,19,7,82,152
161,56,29,7,11,67,92
52,19,11,7,8,20,39
167,75,30,16,12,68,103
146,62,32,12,6,79,126
17,5,4,0,0,4,11
48,8,5,1,0,9,20
103,29,22,6,7,41,62
281,101,63,7,17,99,185
279,76,45,15,9,70,132
164,83,45,16,14,59,130
173,80,35,20,9,75,132
160,62,26,7,11,58,80
41,11,4,2,2,11,28
328,169,87,29,40,180,240
32,13,3,0,5,8,19
317,119,49,20,24,110,186
36,14,5,1,5,14,19
47,28,4,4,11,15,31
122,58,23,9,20,56,82
268,161,81,36,46,119,201
146,77,39,10,11,64,123
125,60,30,19,13,61,82
279,111,62,31,35,118,183
145,50,23,6,6,50,83
144,75,30,10,18,55,90
79,31,10,3,6,32,53
236,111,53,20,23,85,154
140,78,25,17,13,50,96
47,19,7,6,5,19,22
180,68,29,16,11,58,125
36,12,2,2,3,12,17
41,14,11,5,4,20,22
39,15,9,2,5,15,26
40,14,7,0,0,12,21
164,58,35,6,12,63,122
340,140,76,32,34,117,215
44,16,10,5,1,14,29
394,157,83,41,38,167,275
22,6,2,3,1,4,17
41,8,7,0,3,17,19
321,128,64,30,31,125,219
294,144,58,21,16,101,209
34,22,13,5,11,14,27
52,22,11,4,5,17,27
21,6,6,1,0,4,9
176,70,18,12,11,75,144
37,8,6,2,3,6,29
184,59,33,9,8,54,111
44,16,7,2,2,17,18
41,9,9,1,1,10,28
48,26,10,6,9,16,34
40,13,8,2,3,14,25
218,93,45,19,10,84,154
20,9,3,2,2,7,13
118,43,27,10,6,42,75
138,75,27,24,28,65,124
313,140,53,22,23,110,192
306,149,60,38,45,146,237
107,52,18,9,14,37,69
43,12,5,0,1,10,27
213,104,49,24,33,74,146
197,57,36,11,11,74,106
77,20,11,2,2,26,53
33,12,3,0,0,11,27
168,71,49,17,9,59,120
21,6,5,1,0,7,12
30,19,4,4,8,15,28
41,14,7,0,4,19,17
45,18,5,4,4,14,31
38,24,4,4,2,14,25
270,125,53,15,15,109,177
193,62,20,7,11,75,108
45,14,11,2,0,17,29
159,77,34,8,4,56,114
159,49,21,7,9,61,93
416,212,45,37,66,159,266
171,77,24,12,14,62,106
42,7,3,3,1,14,18
504,232,73,32,43,189,306
147,61,37,10,8,52,111
145,65,28,14,12,63,109
200,95,47,21,20,80,132
130,63,27,8,14,59,97
158,70,44,13,9,55,116
45,17,6,2,3,15,22
180,74,23,16,11,68,133
39,12,1,4,1,11,16
196,71,38,4,6,55,109
26,4,5,1,0,7,12
141,49,23,9,0,41,73
49,21,8,2,10,18,31
40,18,5,0,0,11,23
54,16,6,3,1,22,35
42,27,11,2,12,18,26
50,18,5,4,1,17,31
522,213,82,25,50,171,281
39,15,5,2,1,10,23
38,10,9,1,2,11,19
68,22,13,3,3,25,41
316,147,52,24,41,117,190
31,17,2,5,4,12,18
40,13,7,2,4,15,21
253,108,52,33,13,96,163
129,68,18,5,10,47,78
41,8,8,1,6,11,22
25,5,2,1,0,6,19
192,85,41,9,15,78,137
291,121,39,20,19,120,168
167,74,33,7,12,72,108
197,91,53,22,7,71,161
47,17,6,2,1,16,34
33,14,8,3,4,12,24
31,11,7,1,0,10,23
119,44,32,10,2,39,78
62,30,8,5,11,31,40
55,12,5,0,0,10,22
40,11,7,2,1,12,18
43,15,6,1,8,12,27
33,15,7,3,5,11,20
38,16,7,5,1,12,24
37,14,5,4,4,11,22
121,59,22,12,16,56,114
500,221,85,31,59,180,308
55,24,7,4,3,15,37
308,152,42,17,45,120,191
331,157,76,33,40,129,206
209,81,41,10,7,75,129
110,46,19,8,9,43,59
410,153,92,29,40,128,251
32,12,5,0,2,7,27
47,22,8,5,6,15,36
238,126,45,20,28,92,201
157,76,30,8,15,58,98
158,57,43,8,9,64,110
329,149,51,19,27,116,238
124,63,17,9,22,43,81
33,8,5,0,2,13,20
78,28,19,2,5,35,58
99,47,14,7,9,42,71
156,59,43,5,9,57,118
40,16,4,1,4,11,17
99,58,23,13,12,45,96
122,45,19,6,6,39,69
39,7,2,0,0,7,34
86,39,9,5,1,28,69
73,17,6,2,2,22,45
332,163,61,30,31,136,204
188,106,61,18,11,78,150
336,181,71,26,23,136,272
207,108,66,27,28,90,138
152,70,33,11,11,67,111
62,17,14,4,6,23,30
43,10,3,0,0,7,23
332,163,61,30,31,136,204
332,145,53,20,32,127,216
274,154,61,23,42,105,193
135,57,36,13,11,46,105
106,44,18,5,17,35,60
370,126,49,24,12,158,213
436,201,99,34,30,192,317
365,177,100,35,32,150,252
33,17,4,3,6,13,30
222,105,51,24,13,97,200
87,39,23,6,14,35,60
201,89,26,17,16,74,143
132,59,30,14,20,43,75
137,52,29,5,10,66,99
23,9,1,0,0,4,19
76,41,17,5,9,30,63
186,89,47,18,10,72,153
229,115,47,22,41,93,156
145,80,26,17,11,60,110
250,151,70,28,35,113,191
346,164,64,31,20,126,202
188,76,34,15,23,79,141
358,166,91,41,40,149,263
183,85,49,17,15,73,184
162,53,30,6,4,75,111
274,116,57,20,32,89,191
148,71,25,14,16,57,93
183,93,45,15,18,76,159
349,225,91,67,81,153,332
40,18,9,5,3,14,31
46,18,7,2,4,18,28
121,74,39,15,17,48,107
225,90,62,28,39,110,163
29,10,9,1,2,14,26
123,47,32,7,6,49,82
31,23,8,4,8,12,28
30,7,6,2,4,10,12
365,162,72,35,53,152,228
320,154,71,27,41,128,240
183,105,37,28,38,74,128
321,151,85,35,33,112,242
63,14,7,2,5,15,42
28,8,7,3,0,12,28
74,29,20,7,7,25,49
188,88,41,16,8,69,128
144,54,23,4,11,58,116
198,102,52,22,13,79,195
119,64,41,8,10,60,121
285,132,56,27,16,112,195
57,15,8,3,2,18,25
43,21,4,4,8,18,36
34,15,4,3,0,8,25
141,90,37,17,24,61,84
192,82,49,14,20,71,102
270,143,62,26,39,114,200
71,22,18,5,9,19,62
247,121,52,10,17,79,164
161,93,38,21,14,69,147
231,102,50,14,15,106,179
141,71,24,10,11,54,93
66,35,18,5,9,28,58
130,53,32,11,19,57,92
157,83,38,16,35,66,122
225,98,44,16,10,92,169
44,22,5,5,1,20,37
144,61,27,13,10,67,107
44,31,11,2,10,25,30
53,19,9,4,1,15,42
336,140,87,32,24,137,238
39,17,5,3,0,8,28
39,17,6,2,2,10,17
38,10,5,1,3,8,16
35,16,8,7,6,11,26
170,65,35,11,12,65,105
101,44,17,12,8,34,61
40,11,4,1,1,11,21
152,85,26,15,26,59,130
356,181,77,28,46,134,218
327,143,67,24,30,141,243
148,83,41,13,19,55,109
27,10,5,2,1,10,29
226,117,60,22,25,87,172
172,83,34,14,13,46,139
51,23,6,2,5,18,41
48,14,7,1,4,18,30
150,71,28,9,14,49,87
210,100,46,16,17,89,140
204,98,35,26,9,75,146
181,84,43,18,3,84,147
208,77,38,18,9,61,150
35,17,5,6,1,6,19
21,14,7,1,9,8,22
60,35,6,6,11,20,50
117,64,22,7,18,50,108
128,67,24,7,11,53,101
129,60,19,12,10,43,99
167,67,22,21,18,64,92
190,75,32,8,6,48,117
160,62,32,8,11,61,115
113,60,21,3,9,40,77
348,119,81,24,26,143,194
96,45,23,9,6,26,60
52,14,6,3,4,12,28
37,10,5,0,1,12,23
262,140,58,21,50,106,184
